NOC,Weight,TotalScore,Gold,Silver,Bronze,NoMedal
LAT,0.0,0.5842122941896244,0.10839992809726533,0.04234372191299426,0.4334686441793648,16.640210691310127
KUW,0.0,1.04467944807007,0.0697456901711087,0.027244410223089325,0.947689347675872,4.167851659204843
COD,0.0,0.17865505591495515,0.06823313303486778,0.02665356759174522,0.08376835528834214,2.4496811804957073
SUI,0.0,2.304639563939537,0.06251902829795768,0.02442149542888971,2.2176990402126897,116.28445347199624
SVK,0.0,0.852514018186343,0.056572838074534386,0.47612861254637623,0.3198125675654324,17.650407544375845
PER,0.0,0.5431642971418225,0.05405190951413288,0.48416056366975796,0.004951823957931555,13.95177839488942
MAD,0.0,0.12046212109297219,0.05304353808997227,0.06370471503455126,0.003713867968448667,4.447946342463676
SYR,0.0,0.8299887112233064,0.037645866501996014,0.014705416602342189,0.7776374281189682,5.488624295693546
TOG,0.0,0.0932878617092869,0.035629123653674794,0.013917626427216714,0.043741111628395404,3.0561078825017347
MOZ,0.0,0.5229997796603365,0.03512493794159449,0.013720678883435344,0.47415416283530665,2.75429519763035
MNE,0.0,0.0919677504586838,0.03512493794159449,0.013720678883435344,0.04312213363365396,8.680541024323468
JAM,0.0,0.884687268136091,0.03327625699730005,0.01299853788957033,0.8384124732492206,53.57759595294782
NGR,0.0,0.07656645253498078,0.029242771300657618,0.01142295753931938,0.03590072369500378,56.63936258637631
FIN,0.0,0.04356367126990286,0.016638128498650026,0.006499268944785165,0.020426273826467667,34.099662594220476
EOR,0.0,0.03608304084981853,0.013781076130194973,0.00538323286335741,0.01691873185626615,23.69765264388458
MGL,0.0,0.4321264776751582,0.012604642802007597,0.004923688594534216,0.4145981462786164,24.115225304224712
PUR,0.0,0.3810671443839979,0.010083714241606076,0.35860387024756296,0.012379559894828888,26.958253088185558
BOT,0.0,0.45027661186495993,0.009579528529525774,0.0037420033318460045,0.4369550800035881,13.459635158742053
BAH,0.0,0.02244189126025299,0.008571157105365166,0.0033481082442832666,0.010522625910604558,13.931189198752882
SGP,0.0,0.4411837335572939,0.00806697139328486,0.4232131142481459,0.00990364791586311,16.453453154026583
INA,0.0,0.3719391894502195,0.00806697139328486,0.0031511607005018974,0.36072105735643273,18.415093531828816
MAS,0.0,0.39271126610843426,0.007058599969124253,0.002757265612939161,0.38289540052637083,14.663712615887713
TTO,0.0,0.018481557508443637,0.007058599969124253,0.002757265612939161,0.008665691926380222,12.220814259234183
CIV,0.0,0.34034503580798525,0.00655441425704395,0.002560318069157792,0.3312303034817835,10.804243875227694
ERI,0.0,0.015841335007237403,0.006050228544963647,0.0023633705253764234,0.007427735936897334,8.334806157976494
GHA,0.0,0.014521223756634286,0.0055460428328833414,0.0021664229815950547,0.006808757942155889,7.964915208919818
HAI,0.0,0.014521223756634286,0.0055460428328833414,0.0021664229815950547,0.006808757942155889,7.768521908100807
ZAM,0.0,0.44227991799737654,0.005041857120803038,0.4310482809291591,0.006189779947414445,12.24986697111698
PAN,0.0,0.01320111250603117,0.005041857120803038,0.001969475437813686,0.006189779947414444,7.700182877904588
KSA,0.0,0.01188100125542805,0.004537671408722734,0.0017725278940323174,0.005570801952673,7.194037157322266
ALB,0.0,0.7198907287486963,0.00403348569664243,0.0015755803502509487,0.7142816627018029,5.128741171132564
JOR,0.0,0.3740040807979172,0.00403348569664243,0.0015755803502509487,0.3683950147510238,6.219098508923078
BDI,0.0,0.010560890004824935,0.00403348569664243,0.0015755803502509487,0.004951823957931555,5.634852323275658
EST,0.0,0.010560890004824935,0.00403348569664243,0.0015755803502509487,0.004951823957931555,11.76869861481785
LBN,0.0,0.010560890004824935,0.00403348569664243,0.0015755803502509487,0.004951823957931555,6.727366358166855
LUX,0.0,0.010560890004824935,0.00403348569664243,0.0015755803502509487,0.004951823957931555,7.201155806086057
MRI,0.0,0.010560890004824935,0.00403348569664243,0.0015755803502509487,0.004951823957931555,6.902873684237959
RWA,0.0,0.010560890004824935,0.00403348569664243,0.0015755803502509487,0.004951823957931555,5.173339331230477
LBR,0.0,0.009240778754221819,0.003529299984562127,0.0013786328064695804,0.004332845963190112,6.333823437527217
FIJ,0.0,0.8634963553362411,0.0035292999845621263,0.4285064210974792,0.4314606342541997,16.174921271524408
DJI,0.0,0.009240778754221819,0.0035292999845621263,0.0013786328064695804,0.004332845963190111,4.89120514521469
ESA,0.0,0.009240778754221819,0.0035292999845621263,0.0013786328064695804,0.004332845963190111,5.6659566133730435
GAM,0.0,0.009240778754221819,0.0035292999845621263,0.0013786328064695804,0.004332845963190111,5.165175455981588
GUM,0.0,0.009240778754221819,0.0035292999845621263,0.0013786328064695804,0.004332845963190111,5.485057245428891
PLE,0.0,0.009240778754221819,0.0035292999845621263,0.0013786328064695804,0.004332845963190111,4.952881324927045
SEN,0.0,0.009240778754221819,0.0035292999845621263,0.0013786328064695804,0.004332845963190111,7.137564938436324
