NOC,Weight,TotalScore,Gold,Silver,Bronze,NoMedal
YEM,0.0,0.0003126151488593153,9.426909813852655e-06,0.00010988422482404933,0.00019330401422141334,2.0931753446292305
TOG,0.0,0.25383662019614067,4.7134549069263275e-06,0.253735254734123,9.665200711070667e-05,2.249638103975075
BAR,0.0,1.2932523951793877,4.7134549069263275e-06,5.4942112412024666e-05,1.2931927396120688,1.9272486894858973
AND,0.0,1.0780486454285578,4.7134549069263275e-06,5.4942112412024666e-05,1.077988989861239,0.6902010868205632
CAY,0.0,0.9704467705531432,4.7134549069263275e-06,5.4942112412024666e-05,0.9703871149858243,1.7260326147730956
MTN,0.0,0.8622203659777351,4.7134549069263275e-06,5.4942112412024666e-05,0.8621607104104162,0.3126151488593153
NIG,0.0,0.8622203659777351,4.7134549069263275e-06,5.4942112412024666e-05,0.8621607104104162,1.4720028345259184
VAN,0.0,0.8622203659777351,4.7134549069263275e-06,5.4942112412024666e-05,0.8621607104104162,1.5065898850030175
GBS,0.0,0.742954190409876,4.7134549069263275e-06,5.4942112412024666e-05,0.7428945348425571,0.9776243617241699
MLI,0.0,0.6470166162269053,4.7134549069263275e-06,5.4942112412024666e-05,0.6469569606595864,1.771310324233697
COM,0.0,0.43118833677608237,4.7134549069263275e-06,5.4942112412024666e-05,0.4311286812087634,1.0121430335523667
IRQ,0.0,0.43118833677608237,4.7134549069263275e-06,5.4942112412024666e-05,0.4311286812087634,2.6936852544906964
LBA,0.0,0.43118833677608237,4.7134549069263275e-06,5.4942112412024666e-05,0.4311286812087634,1.212619367223728
TGA,0.0,0.43118833677608237,4.7134549069263275e-06,5.4942112412024666e-05,0.4311286812087634,0.8807086894833317
PNG,0.0,0.3235864619006675,4.7134549069263275e-06,5.4942112412024666e-05,0.3235268063333485,2.66038516641813
ASA,0.0,0.00015630757442965766,4.7134549069263275e-06,5.4942112412024666e-05,9.665200711070667e-05,1.72241816445384
BHU,0.0,0.00015630757442965766,4.7134549069263275e-06,5.4942112412024666e-05,9.665200711070667e-05,1.1746792072626207
CHA,0.0,0.00015630757442965766,4.7134549069263275e-06,5.4942112412024666e-05,9.665200711070667e-05,1.0755578558013643
CPV,0.0,0.00015630757442965766,4.7134549069263275e-06,5.4942112412024666e-05,9.665200711070667e-05,1.5065898850030175
SOL,0.0,0.00015630757442965766,4.7134549069263275e-06,5.4942112412024666e-05,9.665200711070667e-05,1.7520439614781322
SOM,0.0,0.00015630757442965766,4.7134549069263275e-06,5.4942112412024666e-05,9.665200711070667e-05,1.1746792072626207
STP,0.0,0.00015630757442965766,4.7134549069263275e-06,5.4942112412024666e-05,9.665200711070667e-05,1.1746792072626207
VIN,0.0,0.00015630757442965766,4.7134549069263275e-06,5.4942112412024666e-05,9.665200711070667e-05,1.4431750627540194
LAO,0.0,1.1854942127295434,0.0,0.0,1.1854942127295434,0.0
BIZ,0.0,0.8620640584033055,0.0,0.0,0.8620640584033055,0.3319106777403963
GUY,0.0,0.8620640584033055,0.0,0.0,0.8620640584033055,1.035252562666464
MAW,0.0,0.8620640584033055,0.0,0.0,0.8620640584033055,0.3234301543262378
MYA,0.0,0.8620640584033055,0.0,0.0,0.8620640584033055,1.4361154481985705
LIB,0.0,0.7544621835278906,0.0,0.0,0.7544621835278906,2.900776673416264
SAM,0.0,0.7314204045116071,0.0,0.0,0.7314204045116071,2.4588232590474903
ARU,0.0,0.6468603086524757,0.0,0.0,0.6468603086524757,0.6322990530503505
ANT,0.0,0.4310320292016527,0.0,0.0,0.4310320292016527,0.8127569269217949
NAM,0.0,0.4310320292016527,0.0,0.0,0.4310320292016527,2.65317209707045
AFG,0.0,0.0,0.0,0.0,0.0,1.8234978917039792
AHO,0.0,0.0,0.0,0.0,0.0,0.0
BEN,0.0,0.0,0.0,0.0,0.0,1.6697945252263768
BRU,0.0,0.0,0.0,0.0,0.0,1.1854942127295434
COK,0.0,0.0,0.0,0.0,0.0,3.470763178034785
EUN,0.0,0.0,0.0,0.0,0.0,0.0533909735363762
IOA,0.0,0.0,0.0,0.0,0.0,1.6170056336206813
LIE,0.0,0.0,0.0,0.0,0.0,1.453990068220942
NRU,0.0,0.0,0.0,0.0,0.0,0.628999655518308
SCG,0.0,0.0,0.0,0.0,0.0,0.2067053804013642
TCH,0.0,0.0,0.0,0.0,0.0,0.0
